incident_id,supplier_id,warehouse_location,region,incident_type,product_category,shipment_status,severity,inventory_level,delivery_delay,transportation_cost,order_quantity,demand_forecast,resolution_time_days,timestamp,incident_description
INC00596,S009,"Austin, TX",South,Weather Disruption,Raw Materials,Critical Delay,critical,548.24,1.0,1472.69,166,143,2,2024-07-03,"Hurricane warning at Austin, TX port resulting in 1-day suspension of loading operations."
INC00483,S014,"Austin, TX",South,Transportation Issue,Industrial Equipment,Critical Delay,critical,59.26,19.31,207.99,287,227,44,2024-07-05,"Carrier capacity constraints impacting shipments from S014 to Austin, TX — 19-day estimated delay."
INC00360,S010,"Chicago, IL",Midwest,Stockout Risk,Industrial Equipment,Delayed,high,211.18,10.96,1659.09,251,321,21,2024-07-06,"Safety stock breach detected at Chicago, IL for Industrial Equipment category; replenishment order placed with S010."
INC00025,S019,"Seattle, WA",Northwest,Supplier Delay,Food & Beverage,Delayed,high,82.16,1.88,1703.89,199,173,3,2024-07-09,Supplier S019 experiencing raw material shortage resulting in 1-day shipment delay for Food & Beverage components.
INC00336,S013,"San Diego, CA",West,Customs Delay,Industrial Equipment,Critical Delay,critical,97.26,22.44,1299.13,167,138,38,2024-07-10,Trade compliance review triggered for Industrial Equipment shipment from S013 — 22-day estimated hold.
INC00481,S016,"San Diego, CA",West,Demand Spike,Electronics,In-Transit,medium,169.9,0.13,589.28,171,204,1,2024-07-12,"Seasonal demand surge for Electronics exceeding forecast by 32.9% at San Diego, CA fulfillment center."
INC00145,S017,"Los Angeles, CA",West,Weather Disruption,Food & Beverage,Delayed,high,104.64,6.68,1173.05,231,302,14,2024-07-15,"Hurricane warning at Los Angeles, CA port resulting in 6-day suspension of loading operations."
INC00466,S006,"San Jose, CA",West,Stockout Risk,Consumer Goods,Critical Delay,critical,16.44,2.02,2122.23,259,299,4,2024-07-19,"San Jose, CA distribution center reporting Consumer Goods stock depletion risk within 2 days at current consumption rate."
INC00514,S002,"Dallas, TX",South,Weather Disruption,Industrial Equipment,Delayed,high,102.4,4.41,1559.76,67,72,8,2024-07-21,"Hurricane warning at Dallas, TX port resulting in 4-day suspension of loading operations."
INC00252,S011,"Phoenix, AZ",Southwest,Customs Delay,Consumer Goods,Delayed,high,270.77,12.64,1017.8,331,330,30,2024-07-23,"Tariff classification dispute for S011 shipment adding 12-day delay at Phoenix, AZ customs."
INC00520,S018,"San Diego, CA",West,Stockout Risk,Electronics,Delivered,critical,8.73,0.9,1567.26,339,275,1,2024-07-24,"Inventory for Electronics at San Diego, CA warehouse approaching critical threshold — current level at 8 units."
INC00374,S020,"Los Angeles, CA",West,Demand Spike,Automotive Parts,Delayed,critical,43.82,2.71,1421.25,206,155,6,2024-07-25,"Seasonal demand surge for Automotive Parts exceeding forecast by 32.2% at Los Angeles, CA fulfillment center."
INC00459,S006,"Seattle, WA",Northwest,Transportation Issue,Raw Materials,Delayed,high,63.81,12.52,1508.56,123,105,18,2024-07-26,"Route disruption due to road construction near Seattle, WA increasing delivery time by 12 days."
INC00527,S010,"San Jose, CA",West,Quality Issue,Raw Materials,On-Time,high,69.3,2.49,1420.75,214,225,5,2024-07-26,"S010 reported defect rate of 25.3% in recent Raw Materials shipment, return and rework initiated."
INC00226,S002,"Los Angeles, CA",West,Transportation Issue,Consumer Goods,In-Transit,medium,181.95,3.62,2753.02,188,149,8,2024-08-04,"Carrier capacity constraints impacting shipments from S002 to Los Angeles, CA — 3-day estimated delay."
INC00074,S010,"San Jose, CA",West,Weather Disruption,Industrial Equipment,On-Time,low,1050.76,1.0,1541.79,278,387,1,2024-08-04,"Severe weather event impacting San Jose, CA region causing 1-day operational disruption."
INC00507,S001,"Seattle, WA",Northwest,Supplier Delay,Industrial Equipment,Delayed,medium,221.1,0.35,1910.0,183,202,1,2024-08-07,"S001 labor dispute affecting production capacity, estimated 0-day delay on outstanding orders."
INC00598,S008,"Seattle, WA",Northwest,Demand Spike,Industrial Equipment,On-Time,critical,148.18,19.4,2357.47,150,118,38,2024-08-10,"Unexpected Industrial Equipment demand increase at Seattle, WA region — 118 units ordered vs 148 in stock."
INC00490,S018,"Dallas, TX",South,Port Congestion,Industrial Equipment,On-Time,medium,300.13,3.26,2412.2,160,123,7,2024-08-11,"Customs inspection backlog at Dallas, TX customs facility delaying Industrial Equipment clearance by 3 days."
INC00129,S004,"Philadelphia, PA",Northeast,Weather Disruption,Automotive Parts,Critical Delay,critical,779.36,1.0,3023.21,241,236,1,2024-08-13,"Flooding at Philadelphia, PA warehouse facility causing 1-day shutdown and inventory relocation."
INC00017,S012,"San Diego, CA",West,Customs Delay,Automotive Parts,Delayed,critical,34.25,23.81,648.75,283,298,35,2024-08-13,"Customs documentation error for S012 shipment causing 23-day clearance delay at San Diego, CA."
INC00422,S010,"Seattle, WA",Northwest,Stockout Risk,Food & Beverage,Delivered,high,116.16,12.04,1734.28,191,145,18,2024-08-14,"Seattle, WA distribution center reporting Food & Beverage stock depletion risk within 12 days at current consumption rate."
INC00389,S003,"San Jose, CA",West,Demand Spike,Consumer Goods,Critical Delay,critical,175.28,15.61,1918.17,173,194,19,2024-08-16,"Flash sale event triggering 17.7% above-forecast demand for Consumer Goods — inventory risk at San Jose, CA."
INC00386,S016,"San Diego, CA",West,Stockout Risk,Automotive Parts,Delayed,critical,15.15,1.23,1484.16,222,262,1,2024-08-16,"Safety stock breach detected at San Diego, CA for Automotive Parts category; replenishment order placed with S016."
INC00431,S009,"Seattle, WA",Northwest,Demand Spike,Medical Supplies,Delayed,high,72.54,1.69,1173.53,186,144,2,2024-08-16,"Unexpected Medical Supplies demand increase at Seattle, WA region — 144 units ordered vs 72 in stock."
INC00152,S015,"Philadelphia, PA",Northeast,Supplier Delay,Pharmaceuticals,Critical Delay,critical,102.2,5.27,914.48,284,311,6,2024-08-17,Supplier S015 experiencing raw material shortage resulting in 5-day shipment delay for Pharmaceuticals components.
INC00525,S010,"Houston, TX",South,Demand Spike,Electronics,In-Transit,high,76.04,3.47,2109.14,180,205,8,2024-08-18,"Unexpected Electronics demand increase at Houston, TX region — 205 units ordered vs 76 in stock."
INC00453,S007,"Dallas, TX",South,Supplier Delay,Automotive Parts,Delayed,critical,2.72,2.21,749.76,248,229,4,2024-08-19,"S007 labor dispute affecting production capacity, estimated 2-day delay on outstanding orders."
INC00037,S013,"New York, NY",Northeast,Customs Delay,Consumer Goods,In-Transit,high,475.15,12.82,1341.21,417,348,28,2024-08-21,New import regulations requiring additional certification for Consumer Goods category — 12-day processing time.
INC00079,S018,"San Diego, CA",West,Customs Delay,Automotive Parts,In-Transit,critical,53.24,26.99,1945.18,318,315,33,2024-08-22,New import regulations requiring additional certification for Automotive Parts category — 26-day processing time.
INC00238,S003,"San Diego, CA",West,Weather Disruption,Food & Beverage,In-Transit,high,219.62,7.63,666.26,68,75,18,2024-08-23,"Severe weather event impacting San Diego, CA region causing 7-day operational disruption."
INC00375,S012,"Seattle, WA",Northwest,Weather Disruption,Industrial Equipment,Delayed,low,852.78,1.0,845.76,312,348,1,2024-08-28,"Hurricane warning at Seattle, WA port resulting in 1-day suspension of loading operations."
INC00583,S018,"San Diego, CA",West,Weather Disruption,Food & Beverage,Delayed,high,57.89,2.61,1289.28,414,476,6,2024-08-30,"Severe weather event impacting San Diego, CA region causing 2-day operational disruption."
INC00022,S015,"Dallas, TX",South,Port Congestion,Electronics,Critical Delay,critical,75.35,7.31,1771.76,186,172,17,2024-08-30,"Port congestion at Dallas, TX terminal causing 7-day backlog for incoming shipments."
INC00327,S002,"Chicago, IL",Midwest,Quality Issue,Consumer Goods,On-Time,medium,331.71,3.1,2561.92,117,126,6,2024-08-31,Material specification deviation in S002 Consumer Goods delivery requiring re-inspection and approval.
INC00427,S008,"San Jose, CA",West,Demand Spike,Medical Supplies,Delayed,high,53.87,2.3,1195.12,188,232,2,2024-09-01,"B2B bulk order from key account straining Medical Supplies availability across San Jose, CA distribution network."
INC00292,S007,"Chicago, IL",Midwest,Quality Issue,Pharmaceuticals,In-Transit,low,859.81,1.38,1367.25,177,233,2,2024-09-01,Batch quality failure detected for Pharmaceuticals from S007 — 1-day hold pending quality review.
INC00057,S008,"Austin, TX",South,Port Congestion,Electronics,In-Transit,critical,257.03,28.38,1130.92,368,398,56,2024-09-01,"Vessel berthing delays at Austin, TX port increasing transit times by 28 days."
INC00199,S016,"Houston, TX",South,Transportation Issue,Industrial Equipment,Critical Delay,critical,202.94,0.33,545.16,245,308,1,2024-09-02,"Route disruption due to road construction near Houston, TX increasing delivery time by 0 days."
INC00182,S005,"Philadelphia, PA",Northeast,Quality Issue,Food & Beverage,On-Time,low,419.17,0.86,1277.81,133,162,1,2024-09-04,"Product recall risk identified for Food & Beverage batch from S005 — proactive hold at Philadelphia, PA."
INC00247,S020,"San Jose, CA",West,Quality Issue,Pharmaceuticals,Delayed,medium,646.78,3.11,1799.78,96,94,5,2024-09-05,Batch quality failure detected for Pharmaceuticals from S020 — 3-day hold pending quality review.
INC00180,S007,"San Jose, CA",West,Weather Disruption,Electronics,Critical Delay,critical,250.23,19.01,1644.01,224,260,30,2024-09-07,"Winter storm affecting ground transportation near San Jose, CA, 19-day delivery delay expected."
INC00217,S008,"New York, NY",Northeast,Supplier Delay,Industrial Equipment,Critical Delay,critical,578.04,3.39,1826.16,170,171,7,2024-09-10,Quality control issues at S008 facility halted production for 3 days pending inspection.
INC00328,S012,"Philadelphia, PA",Northeast,Stockout Risk,Automotive Parts,Critical Delay,critical,154.31,3.59,1390.26,309,227,5,2024-09-12,"Safety stock breach detected at Philadelphia, PA for Automotive Parts category; replenishment order placed with S012."
INC00034,S018,"Chicago, IL",Midwest,Weather Disruption,Medical Supplies,Delayed,high,76.18,10.49,1049.29,109,133,15,2024-09-12,"Severe weather event impacting Chicago, IL region causing 10-day operational disruption."
INC00487,S002,"Philadelphia, PA",Northeast,Port Congestion,Medical Supplies,In-Transit,high,109.92,5.18,586.58,289,350,7,2024-09-13,"Port congestion at Philadelphia, PA terminal causing 5-day backlog for incoming shipments."
INC00098,S001,"San Diego, CA",West,Demand Spike,Medical Supplies,Delivered,high,62.09,5.55,2924.49,175,167,9,2024-09-13,"Flash sale event triggering 27.4% above-forecast demand for Medical Supplies — inventory risk at San Diego, CA."
INC00235,S010,"New York, NY",Northeast,Weather Disruption,Medical Supplies,On-Time,critical,1.73,4.92,733.19,68,80,9,2024-09-15,"Hurricane warning at New York, NY port resulting in 4-day suspension of loading operations."
INC00198,S013,"San Antonio, TX",South,Quality Issue,Medical Supplies,On-Time,critical,37.43,1.6,1094.16,344,289,2,2024-09-19,Batch quality failure detected for Medical Supplies from S013 — 1-day hold pending quality review.
INC00064,S015,"San Jose, CA",West,Weather Disruption,Food & Beverage,In-Transit,high,147.9,8.52,1694.5,189,258,14,2024-09-21,"Hurricane warning at San Jose, CA port resulting in 8-day suspension of loading operations."
INC00519,S010,"San Diego, CA",West,Customs Delay,Electronics,Critical Delay,critical,282.9,2.61,907.31,242,286,4,2024-09-21,Trade compliance review triggered for Electronics shipment from S010 — 2-day estimated hold.
INC00549,S002,"Los Angeles, CA",West,Port Congestion,Raw Materials,Critical Delay,critical,117.04,55.62,1302.33,258,343,128,2024-09-22,"Customs inspection backlog at Los Angeles, CA customs facility delaying Raw Materials clearance by 55 days."
INC00479,S019,"San Antonio, TX",South,Demand Spike,Food & Beverage,Delayed,high,293.92,9.71,2134.92,275,300,16,2024-09-23,"Unexpected Food & Beverage demand increase at San Antonio, TX region — 300 units ordered vs 293 in stock."
INC00105,S018,"Philadelphia, PA",Northeast,Port Congestion,Pharmaceuticals,Delayed,medium,279.25,3.36,1109.61,161,133,7,2024-09-25,"Labor strike at Philadelphia, PA port operations causing significant 3-day shipping delays."
INC00076,S016,"Phoenix, AZ",Southwest,Supplier Delay,Consumer Goods,Delayed,high,296.3,10.53,1433.44,278,315,15,2024-09-27,Quality control issues at S016 facility halted production for 10 days pending inspection.
INC00179,S020,"Seattle, WA",Northwest,Quality Issue,Electronics,On-Time,medium,196.52,4.49,1206.34,283,332,9,2024-09-28,Batch quality failure detected for Electronics from S020 — 4-day hold pending quality review.
INC00028,S010,"San Diego, CA",West,Quality Issue,Automotive Parts,Critical Delay,critical,268.13,13.58,1505.49,170,145,20,2024-09-28,Batch quality failure detected for Automotive Parts from S010 — 13-day hold pending quality review.
INC00458,S003,"San Antonio, TX",South,Quality Issue,Automotive Parts,On-Time,high,86.71,4.15,2327.23,100,86,9,2024-10-02,"Product recall risk identified for Automotive Parts batch from S003 — proactive hold at San Antonio, TX."
INC00345,S020,"San Jose, CA",West,Weather Disruption,Electronics,In-Transit,medium,191.19,3.93,957.78,225,263,7,2024-10-02,"Hurricane warning at San Jose, CA port resulting in 3-day suspension of loading operations."
INC00589,S020,"New York, NY",Northeast,Demand Spike,Raw Materials,Critical Delay,critical,16.49,24.54,1820.89,298,365,49,2024-10-08,"Flash sale event triggering 13.8% above-forecast demand for Raw Materials — inventory risk at New York, NY."
INC00356,S012,"Dallas, TX",South,Demand Spike,Industrial Equipment,Delayed,critical,35.27,0.06,368.88,176,196,1,2024-10-10,"Flash sale event triggering 39.6% above-forecast demand for Industrial Equipment — inventory risk at Dallas, TX."
INC00600,S006,"Los Angeles, CA",West,Stockout Risk,Industrial Equipment,Critical Delay,critical,42.32,21.04,2420.31,211,182,50,2024-10-10,"Inventory for Industrial Equipment at Los Angeles, CA warehouse approaching critical threshold — current level at 42 units."
INC00068,S009,"Houston, TX",South,Port Congestion,Consumer Goods,Critical Delay,critical,288.87,17.25,1646.98,159,119,37,2024-10-10,"Vessel berthing delays at Houston, TX port increasing transit times by 17 days."
INC00080,S019,"San Jose, CA",West,Supplier Delay,Industrial Equipment,In-Transit,low,603.12,0.23,1455.83,177,224,1,2024-10-11,Supplier S019 experiencing raw material shortage resulting in 0-day shipment delay for Industrial Equipment components.
INC00318,S019,"Dallas, TX",South,Quality Issue,Pharmaceuticals,On-Time,critical,85.1,28.41,995.83,126,155,64,2024-10-14,"S019 reported defect rate of 6.0% in recent Pharmaceuticals shipment, return and rework initiated."
INC00552,S014,"San Antonio, TX",South,Supplier Delay,Food & Beverage,In-Transit,low,1813.24,1.38,1441.6,159,125,2,2024-10-15,Supplier S014 experiencing raw material shortage resulting in 1-day shipment delay for Food & Beverage components.
INC00476,S017,"Los Angeles, CA",West,Port Congestion,Industrial Equipment,Delayed,critical,32.45,17.57,114.49,212,286,26,2024-10-17,"Labor strike at Los Angeles, CA port operations causing significant 17-day shipping delays."
INC00471,S006,"Phoenix, AZ",Southwest,Quality Issue,Food & Beverage,Delayed,low,566.0,2.75,862.62,104,124,4,2024-10-20,Material specification deviation in S006 Food & Beverage delivery requiring re-inspection and approval.
INC00138,S010,"Phoenix, AZ",Southwest,Supplier Delay,Food & Beverage,Delayed,critical,7.71,0.85,2061.41,301,216,1,2024-10-20,Quality control issues at S010 facility halted production for 0 days pending inspection.
INC00290,S016,"Los Angeles, CA",West,Supplier Delay,Automotive Parts,Delayed,high,276.3,10.48,1947.48,247,286,17,2024-10-20,S016 reported production line shutdown due to equipment failure causing 10-day delivery delay.
INC00100,S010,"New York, NY",Northeast,Weather Disruption,Industrial Equipment,In-Transit,medium,215.03,2.78,1423.25,123,131,6,2024-10-20,"Severe weather event impacting New York, NY region causing 2-day operational disruption."
INC00457,S008,"Austin, TX",South,Transportation Issue,Food & Beverage,Delayed,critical,751.87,15.07,380.08,280,350,23,2024-10-21,"Truck fleet shortage affecting last-mile delivery from Austin, TX, 15-day delay on Food & Beverage orders."
INC00122,S018,"Philadelphia, PA",Northeast,Port Congestion,Pharmaceuticals,Critical Delay,critical,408.71,4.19,2405.86,232,304,8,2024-10-21,"Labor strike at Philadelphia, PA port operations causing significant 4-day shipping delays."
INC00306,S004,"Dallas, TX",South,Stockout Risk,Pharmaceuticals,Critical Delay,critical,112.85,10.41,2616.79,350,392,14,2024-10-25,"Demand surge exceeding supply at Dallas, TX — Pharmaceuticals inventory at 112 units vs 392 forecasted demand."
INC00095,S004,"Austin, TX",South,Port Congestion,Raw Materials,On-Time,high,55.51,4.53,1435.78,117,98,10,2024-10-27,"Port congestion at Austin, TX terminal causing 4-day backlog for incoming shipments."
INC00407,S017,"Chicago, IL",Midwest,Weather Disruption,Pharmaceuticals,Delayed,critical,401.67,14.65,1115.11,234,287,23,2024-10-27,"Hurricane warning at Chicago, IL port resulting in 14-day suspension of loading operations."
INC00416,S013,"Austin, TX",South,Supplier Delay,Raw Materials,On-Time,medium,344.29,3.32,2006.02,244,308,7,2024-10-29,Quality control issues at S013 facility halted production for 3 days pending inspection.
INC00196,S011,"Dallas, TX",South,Quality Issue,Industrial Equipment,Delayed,high,442.11,9.31,1885.63,306,242,14,2024-10-31,"S011 reported defect rate of 14.8% in recent Industrial Equipment shipment, return and rework initiated."
INC00310,S020,"New York, NY",Northeast,Transportation Issue,Food & Beverage,Critical Delay,critical,399.16,76.87,1613.91,246,244,97,2024-11-02,"Carrier capacity constraints impacting shipments from S020 to New York, NY — 76-day estimated delay."
INC00190,S020,"Dallas, TX",South,Stockout Risk,Food & Beverage,Delayed,high,118.31,2.78,762.08,185,232,6,2024-11-02,"Demand surge exceeding supply at Dallas, TX — Food & Beverage inventory at 118 units vs 232 forecasted demand."
INC00346,S012,"New York, NY",Northeast,Quality Issue,Industrial Equipment,In-Transit,low,347.82,0.36,1669.97,179,153,1,2024-11-03,Batch quality failure detected for Industrial Equipment from S012 — 0-day hold pending quality review.
INC00571,S005,"Dallas, TX",South,Port Congestion,Pharmaceuticals,In-Transit,low,509.44,2.61,1100.23,185,156,3,2024-11-05,"Customs inspection backlog at Dallas, TX customs facility delaying Pharmaceuticals clearance by 2 days."
INC00558,S004,"Phoenix, AZ",Southwest,Quality Issue,Electronics,Delayed,critical,1629.97,47.63,2171.07,243,291,108,2024-11-05,"S004 reported defect rate of 18.0% in recent Electronics shipment, return and rework initiated."
INC00536,S013,"Seattle, WA",Northwest,Supplier Delay,Pharmaceuticals,Critical Delay,critical,384.84,5.35,1890.91,108,112,9,2024-11-07,S013 reported production line shutdown due to equipment failure causing 5-day delivery delay.
INC00072,S003,"San Antonio, TX",South,Customs Delay,Automotive Parts,Critical Delay,critical,37.95,32.75,2262.68,261,289,63,2024-11-07,Trade compliance review triggered for Automotive Parts shipment from S003 — 32-day estimated hold.
INC00516,S004,"Austin, TX",South,Weather Disruption,Pharmaceuticals,Delayed,critical,916.1,20.9,1551.54,22,29,25,2024-11-08,"Winter storm affecting ground transportation near Austin, TX, 20-day delivery delay expected."
INC00423,S014,"Phoenix, AZ",Southwest,Quality Issue,Medical Supplies,Delayed,medium,204.26,2.45,2353.65,274,192,4,2024-11-08,Material specification deviation in S014 Medical Supplies delivery requiring re-inspection and approval.
INC00066,S008,"Seattle, WA",Northwest,Customs Delay,Raw Materials,On-Time,high,470.46,7.97,1492.65,128,94,16,2024-11-09,New import regulations requiring additional certification for Raw Materials category — 7-day processing time.
INC00067,S019,"Philadelphia, PA",Northeast,Customs Delay,Food & Beverage,Critical Delay,critical,174.77,14.33,1004.7,174,139,25,2024-11-09,New import regulations requiring additional certification for Food & Beverage category — 14-day processing time.
INC00576,S001,"Chicago, IL",Midwest,Stockout Risk,Raw Materials,Delayed,critical,31.97,4.35,800.6,201,228,9,2024-11-20,"Demand surge exceeding supply at Chicago, IL — Raw Materials inventory at 31 units vs 228 forecasted demand."
INC00220,S008,"Dallas, TX",South,Transportation Issue,Electronics,Delivered,high,1050.18,7.26,1546.09,97,90,15,2024-11-22,"Route disruption due to road construction near Dallas, TX increasing delivery time by 7 days."
INC00171,S007,"Los Angeles, CA",West,Stockout Risk,Automotive Parts,In-Transit,high,71.89,0.91,1599.87,239,268,2,2024-11-23,"Demand surge exceeding supply at Los Angeles, CA — Automotive Parts inventory at 71 units vs 268 forecasted demand."
INC00227,S007,"Seattle, WA",Northwest,Port Congestion,Raw Materials,Critical Delay,critical,9.13,35.04,936.92,251,294,52,2024-11-25,"Vessel berthing delays at Seattle, WA port increasing transit times by 35 days."
INC00278,S015,"Austin, TX",South,Quality Issue,Automotive Parts,Delayed,high,1117.34,8.09,1490.81,246,191,14,2024-11-26,Material specification deviation in S015 Automotive Parts delivery requiring re-inspection and approval.
INC00324,S005,"Los Angeles, CA",West,Quality Issue,Automotive Parts,Delivered,medium,281.35,2.15,1059.25,135,174,3,2024-11-26,Material specification deviation in S005 Automotive Parts delivery requiring re-inspection and approval.
INC00206,S020,"Austin, TX",South,Weather Disruption,Pharmaceuticals,Delayed,critical,16.01,16.18,1918.93,231,277,22,2024-11-27,"Severe weather event impacting Austin, TX region causing 16-day operational disruption."
INC00082,S011,"San Antonio, TX",South,Customs Delay,Industrial Equipment,Critical Delay,critical,546.66,20.0,543.34,152,112,32,2024-11-27,"Customs documentation error for S011 shipment causing 20-day clearance delay at San Antonio, TX."
INC00477,S015,"Austin, TX",South,Stockout Risk,Medical Supplies,Delayed,high,130.56,6.26,1989.64,194,230,14,2024-11-29,"Inventory for Medical Supplies at Austin, TX warehouse approaching critical threshold — current level at 130 units."
INC00055,S001,"Los Angeles, CA",West,Weather Disruption,Medical Supplies,Delayed,medium,287.02,6.99,1422.95,162,184,10,2024-11-30,"Winter storm affecting ground transportation near Los Angeles, CA, 6-day delivery delay expected."
INC00211,S003,"San Jose, CA",West,Port Congestion,Electronics,Delivered,low,315.23,2.98,1198.65,216,155,4,2024-12-01,"Vessel berthing delays at San Jose, CA port increasing transit times by 2 days."
INC00250,S007,"San Diego, CA",West,Port Congestion,Medical Supplies,Delivered,medium,265.01,1.01,1880.27,233,198,1,2024-12-03,"Customs inspection backlog at San Diego, CA customs facility delaying Medical Supplies clearance by 1 days."
INC00433,S008,"Los Angeles, CA",West,Demand Spike,Consumer Goods,Delayed,high,331.04,9.08,1453.58,201,205,15,2024-12-04,"Unexpected Consumer Goods demand increase at Los Angeles, CA region — 205 units ordered vs 331 in stock."
INC00420,S018,"San Diego, CA",West,Port Congestion,Industrial Equipment,On-Time,critical,19.42,4.47,984.93,290,223,8,2024-12-04,"Vessel berthing delays at San Diego, CA port increasing transit times by 4 days."
INC00404,S004,"San Antonio, TX",South,Supplier Delay,Pharmaceuticals,Delayed,critical,295.53,31.31,1488.77,168,198,47,2024-12-04,Supplier S004 experiencing raw material shortage resulting in 31-day shipment delay for Pharmaceuticals components.
INC00224,S005,"San Diego, CA",West,Supplier Delay,Pharmaceuticals,Critical Delay,critical,227.25,13.79,1939.58,193,177,21,2024-12-04,Supplier S005 experiencing raw material shortage resulting in 13-day shipment delay for Pharmaceuticals components.
INC00322,S018,"Phoenix, AZ",Southwest,Stockout Risk,Raw Materials,On-Time,low,397.91,0.64,562.47,157,190,1,2024-12-05,"Phoenix, AZ distribution center reporting Raw Materials stock depletion risk within 0 days at current consumption rate."
INC00492,S019,"Seattle, WA",Northwest,Customs Delay,Medical Supplies,On-Time,medium,155.05,5.07,1114.35,336,316,10,2024-12-12,Trade compliance review triggered for Medical Supplies shipment from S019 — 5-day estimated hold.
INC00447,S004,"Seattle, WA",Northwest,Transportation Issue,Raw Materials,Delivered,critical,13.47,0.91,645.63,178,130,1,2024-12-12,"Truck fleet shortage affecting last-mile delivery from Seattle, WA, 0-day delay on Raw Materials orders."
INC00159,S012,"Los Angeles, CA",West,Quality Issue,Consumer Goods,Critical Delay,critical,86.17,3.36,1757.77,216,178,5,2024-12-12,"Product recall risk identified for Consumer Goods batch from S012 — proactive hold at Los Angeles, CA."
INC00092,S015,"New York, NY",Northeast,Stockout Risk,Pharmaceuticals,Delivered,critical,7.89,3.39,2173.61,84,72,8,2024-12-12,"Inventory for Pharmaceuticals at New York, NY warehouse approaching critical threshold — current level at 7 units."
INC00134,S012,"Los Angeles, CA",West,Weather Disruption,Automotive Parts,Critical Delay,critical,209.26,22.83,1508.36,198,167,36,2024-12-13,"Severe weather event impacting Los Angeles, CA region causing 22-day operational disruption."
INC00572,S018,"San Diego, CA",West,Weather Disruption,Pharmaceuticals,On-Time,medium,189.96,3.95,478.67,162,203,6,2024-12-14,"Hurricane warning at San Diego, CA port resulting in 3-day suspension of loading operations."
INC00317,S014,"Houston, TX",South,Transportation Issue,Electronics,In-Transit,medium,417.54,5.35,1439.91,183,161,11,2024-12-18,"Carrier capacity constraints impacting shipments from S014 to Houston, TX — 5-day estimated delay."
INC00039,S018,"Philadelphia, PA",Northeast,Supplier Delay,Automotive Parts,Delayed,high,923.27,12.32,1425.52,259,356,24,2024-12-19,"S018 labor dispute affecting production capacity, estimated 12-day delay on outstanding orders."
INC00462,S009,"San Antonio, TX",South,Transportation Issue,Medical Supplies,In-Transit,medium,426.61,3.98,1967.56,176,239,4,2024-12-21,"Fuel price spike increasing transportation costs by 37.9% for San Antonio, TX region shipments."
INC00354,S020,"New York, NY",Northeast,Transportation Issue,Industrial Equipment,Delivered,medium,987.52,6.49,2033.2,157,140,10,2024-12-23,"Carrier capacity constraints impacting shipments from S020 to New York, NY — 6-day estimated delay."
INC00056,S011,"San Antonio, TX",South,Demand Spike,Pharmaceuticals,Delayed,high,281.73,12.9,1378.53,204,226,16,2024-12-24,"Unexpected Pharmaceuticals demand increase at San Antonio, TX region — 226 units ordered vs 281 in stock."
INC00597,S011,"Dallas, TX",South,Supplier Delay,Electronics,On-Time,low,386.86,0.59,589.7,260,213,1,2024-12-25,S011 reported production line shutdown due to equipment failure causing 0-day delivery delay.
INC00556,S002,"Dallas, TX",South,Demand Spike,Food & Beverage,On-Time,critical,25.99,4.35,2561.26,160,155,10,2024-12-28,"Flash sale event triggering 33.0% above-forecast demand for Food & Beverage — inventory risk at Dallas, TX."
INC00003,S001,"Chicago, IL",Midwest,Weather Disruption,Food & Beverage,On-Time,medium,1051.07,3.63,1151.47,157,130,6,2025-01-02,"Winter storm affecting ground transportation near Chicago, IL, 3-day delivery delay expected."
INC00428,S020,"Austin, TX",South,Stockout Risk,Medical Supplies,Delayed,high,212.16,9.5,1873.32,108,111,17,2025-01-02,"Austin, TX distribution center reporting Medical Supplies stock depletion risk within 9 days at current consumption rate."
INC00578,S013,"Chicago, IL",Midwest,Demand Spike,Electronics,Delayed,medium,150.08,3.07,1825.11,331,386,5,2025-01-02,"Unexpected Electronics demand increase at Chicago, IL region — 386 units ordered vs 150 in stock."
INC00400,S010,"Austin, TX",South,Demand Spike,Medical Supplies,Critical Delay,critical,86.1,7.17,1644.28,10,10,13,2025-01-02,"Flash sale event triggering 12.1% above-forecast demand for Medical Supplies — inventory risk at Austin, TX."
INC00451,S017,"Phoenix, AZ",Southwest,Transportation Issue,Electronics,Critical Delay,critical,194.39,6.34,1931.85,96,111,13,2025-01-03,"Route disruption due to road construction near Phoenix, AZ increasing delivery time by 6 days."
INC00546,S014,"Chicago, IL",Midwest,Stockout Risk,Industrial Equipment,Critical Delay,critical,150.52,4.52,2008.9,101,128,9,2025-01-03,"Chicago, IL distribution center reporting Industrial Equipment stock depletion risk within 4 days at current consumption rate."
INC00255,S015,"San Jose, CA",West,Customs Delay,Pharmaceuticals,In-Transit,critical,21.59,10.52,1640.27,75,98,23,2025-01-03,"Tariff classification dispute for S015 shipment adding 10-day delay at San Jose, CA customs."
INC00349,S017,"San Jose, CA",West,Supplier Delay,Medical Supplies,In-Transit,critical,614.86,17.43,1880.83,288,254,31,2025-01-04,S017 reported production line shutdown due to equipment failure causing 17-day delivery delay.
INC00210,S012,"San Antonio, TX",South,Customs Delay,Consumer Goods,Critical Delay,critical,206.86,36.81,940.07,260,363,69,2025-01-05,"Customs documentation error for S012 shipment causing 36-day clearance delay at San Antonio, TX."
